Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,75.1500015258789,73.79750061035156,74.05999755859375,75.0875015258789,135480400.0,73.5615463256836
2020-01-03,75.1449966430664,74.125,74.2874984741211,74.35749816894531,146322800.0,72.84637451171875
2020-01-06,74.98999786376953,73.1875,73.44750213623047,74.94999694824219,118387200.0,73.42681121826172
2020-01-07,75.2249984741211,74.37000274658203,74.95999908447266,74.59750366210938,108872000.0,73.08149719238281
2020-01-08,76.11000061035156,74.29000091552734,74.29000091552734,75.79750061035156,132079200.0,74.25711822509766
2020-01-09,77.60749816894531,76.55000305175781,76.80999755859375,77.40750122070312,170108400.0,75.83440399169922
2020-01-10,78.1675033569336,77.0625,77.6500015258789,77.5824966430664,140644800.0,76.00582885742188
2020-01-13,79.26750183105469,77.7874984741211,77.91000366210938,79.23999786376953,121532000.0,77.62964630126953
2020-01-14,79.39250183105469,78.0425033569336,79.17500305175781,78.16999816894531,161954400.0,76.58139038085938
2020-01-15,78.875,77.38749694824219,77.9625015258789,77.83499908447266,121923600.0,76.25321197509766
2020-01-16,78.92500305175781,78.02249908447266,78.39749908447266,78.80999755859375,108829200.0,77.2083740234375
2020-01-17,79.68499755859375,78.75,79.06749725341797,79.68250274658203,137816400.0,78.06315612792969
2020-01-21,79.75499725341797,79.0,79.29750061035156,79.14250183105469,110843200.0,77.53413391113281
2020-01-22,79.99749755859375,79.32749938964844,79.6449966430664,79.42500305175781,101832400.0,77.81088256835938
2020-01-23,79.88999938964844,78.9124984741211,79.4800033569336,79.80750274658203,104472000.0,78.18562316894531
2020-01-24,80.8324966430664,79.37999725341797,80.0625,79.57749938964844,146537600.0,77.96028137207031
2020-01-27,77.94249725341797,76.22000122070312,77.51499938964844,77.23750305175781,161940000.0,75.66783905029297
2020-01-28,79.5999984741211,78.04750061035156,78.1500015258789,79.42250061035156,162234000.0,77.80843353271484
2020-01-29,81.9625015258789,80.34500122070312,81.11250305175781,81.08499908447266,216229200.0,79.4371566772461
2020-01-30,81.02249908447266,79.6875,80.13500213623047,80.96749877929688,126743200.0,79.32203674316406
2020-01-31,80.66999816894531,77.07250213623047,80.23249816894531,77.37750244140625,199588400.0,75.80498504638672
2020-02-03,78.37249755859375,75.55500030517578,76.07499694824219,77.16500091552734,173788400.0,75.59680938720703
2020-02-04,79.91000366210938,78.40750122070312,78.82749938964844,79.7125015258789,136616400.0,78.09255981445312
2020-02-05,81.19000244140625,79.73750305175781,80.87999725341797,80.36250305175781,118826800.0,78.72933959960938
2020-02-06,81.30500030517578,80.06500244140625,80.64250183105469,81.30249786376953,105425600.0,79.65023040771484
2020-02-07,80.8499984741211,79.5,80.59249877929688,80.00749969482422,117684000.0,78.56757354736328
2020-02-10,80.38749694824219,78.4625015258789,78.54499816894531,80.38749694824219,109348800.0,78.94074249267578
2020-02-11,80.9749984741211,79.67749786376953,80.9000015258789,79.90249633789062,94323200.0,78.46446990966797
2020-02-12,81.80500030517578,80.36750030517578,80.36750030517578,81.80000305175781,113730400.0,80.32781982421875
2020-02-13,81.55500030517578,80.8375015258789,81.04750061035156,81.21749877929688,94747600.0,79.75579071044922
2020-02-14,81.49500274658203,80.7125015258789,81.18499755859375,81.23750305175781,80113600.0,79.77544403076172
2020-02-18,79.9375,78.65249633789062,78.83999633789062,79.75,152531200.0,78.31468963623047
2020-02-19,81.14250183105469,80.0,80.0,80.90499877929688,93984000.0,79.44889831542969
2020-02-20,81.1624984741211,79.55249786376953,80.65750122070312,80.07499694824219,100566000.0,78.63385772705078
2020-02-21,80.11250305175781,77.625,79.65499877929688,78.26249694824219,129554000.0,76.85396575927734
2020-02-24,76.04499816894531,72.30750274658203,74.31500244140625,74.54499816894531,222195200.0,73.20338439941406
2020-02-25,75.63249969482422,71.53250122070312,75.23750305175781,72.0199966430664,230673600.0,70.72381591796875
2020-02-26,74.47000122070312,71.625,71.63249969482422,73.1624984741211,198054800.0,71.84576416015625
2020-02-27,71.5,68.23999786376953,70.2750015258789,68.37999725341797,320605600.0,67.14934539794922
2020-02-28,69.60250091552734,64.09249877929688,64.31500244140625,68.33999633789062,426510000.0,67.11003875732422
2020-03-02,75.36000061035156,69.43000030517578,70.56999969482422,74.70249938964844,341397200.0,73.35804748535156
2020-03-03,76.0,71.44999694824219,75.9175033569336,72.33000183105469,319475600.0,71.02824401855469
2020-03-04,75.8499984741211,73.28250122070312,74.11000061035156,75.68499755859375,219178400.0,74.32286834716797
2020-03-05,74.88749694824219,72.85250091552734,73.87999725341797,73.2300033569336,187572800.0,71.91205596923828
2020-03-06,72.70500183105469,70.30750274658203,70.5,72.25749969482422,226176800.0,70.95703887939453
2020-03-09,69.52249908447266,65.75,65.9375,66.5425033569336,286744800.0,65.34490203857422
2020-03-10,71.61000061035156,67.34249877929688,69.28500366210938,71.33499908447266,285290000.0,70.0511474609375
2020-03-11,70.30500030517578,67.96499633789062,69.34750366210938,68.85749816894531,255598800.0,67.61824035644531
2020-03-12,67.5,62.0,63.98500061035156,62.057498931884766,418474000.0,60.94062423706055
2020-03-13,69.9800033569336,63.23749923706055,66.22250366210938,69.49250030517578,370732000.0,68.24182891845703
2020-03-16,64.7699966430664,60.0,60.48749923706055,60.5525016784668,322423600.0,59.462711334228516
2020-03-17,64.40249633789062,59.599998474121094,61.877498626708984,63.21500015258789,324056000.0,62.077293395996094
2020-03-18,62.5,59.279998779296875,59.942501068115234,61.66749954223633,300233600.0,60.55764389038086
2020-03-19,63.209999084472656,60.65250015258789,61.84749984741211,61.19499969482422,271857200.0,60.093650817871094
2020-03-20,62.95750045776367,57.0,61.79499816894531,57.310001373291016,401693200.0,56.27857208251953
2020-03-23,57.125,53.15250015258789,57.02000045776367,56.092498779296875,336752800.0,55.08297348022461
2020-03-24,61.92250061035156,58.57500076293945,59.09000015258789,61.720001220703125,287531200.0,60.60920715332031
2020-03-25,64.5625,61.07500076293945,62.6875,61.380001068115234,303602000.0,60.27531814575195
2020-03-26,64.66999816894531,61.59000015258789,61.630001068115234,64.61000061035156,252087200.0,63.44718933105469
2020-03-27,63.967498779296875,61.76250076293945,63.1875,61.935001373291016,204216800.0,60.8203239440918
2020-03-30,63.880001068115234,62.349998474121094,62.685001373291016,63.70249938964844,167976400.0,62.5560188293457
2020-03-31,65.62249755859375,63.0,63.900001525878906,63.5724983215332,197002000.0,62.42835235595703
2020-04-01,62.18000030517578,59.782501220703125,61.625,60.227500915527344,176218400.0,59.14356231689453
2020-04-02,61.287498474121094,59.224998474121094,60.084999084472656,61.23249816894531,165934000.0,60.130470275878906
2020-04-03,61.42499923706055,59.74250030517578,60.70000076293945,60.352500915527344,129880000.0,59.26631546020508
2020-04-06,65.77749633789062,62.345001220703125,62.724998474121094,65.61750030517578,201820400.0,64.4365463256836
2020-04-07,67.92500305175781,64.75,67.69999694824219,64.85749816894531,202887200.0,63.69023132324219
2020-04-08,66.84249877929688,65.30750274658203,65.68499755859375,66.51750183105469,168895200.0,65.32035064697266
2020-04-09,67.51750183105469,66.17500305175781,67.17500305175781,66.99749755859375,161834800.0,65.79171752929688
2020-04-13,68.42500305175781,66.4574966430664,67.07749938964844,68.3125,131022800.0,67.08304595947266
2020-04-14,72.0625,69.51249694824219,70.0,71.76249694824219,194994800.0,70.47095489501953
2020-04-15,71.5824966430664,70.15750122070312,70.5999984741211,71.10749816894531,131154400.0,69.8277359008789
2020-04-16,72.05000305175781,70.5875015258789,71.84500122070312,71.67250061035156,157125200.0,70.3825912475586
2020-04-17,71.73750305175781,69.21499633789062,71.17250061035156,70.69999694824219,215250000.0,69.42758178710938
2020-04-20,70.41999816894531,69.2125015258789,69.48750305175781,69.23249816894531,130015200.0,67.98649597167969
2020-04-21,69.3125,66.35749816894531,69.06999969482422,67.09249877929688,180991600.0,65.885009765625
2020-04-22,69.4749984741211,68.05000305175781,68.40249633789062,69.0250015258789,116862400.0,67.7827377319336
2020-04-23,70.4375,68.71749877929688,68.96749877929688,68.75749969482422,124814400.0,67.5200424194336
2020-04-24,70.75250244140625,69.25,69.30000305175781,70.74250030517578,126161200.0,69.46931457519531
2020-04-27,71.13500213623047,69.98750305175781,70.44999694824219,70.7925033569336,117087600.0,69.51841735839844
2020-04-28,71.4574966430664,69.55000305175781,71.2699966430664,69.6449966430664,112004800.0,68.39157104492188
2020-04-29,72.4175033569336,70.97250366210938,71.18250274658203,71.93250274658203,137280800.0,70.6379165649414
2020-04-30,73.63249969482422,72.0875015258789,72.48999786376953,73.44999694824219,183064000.0,72.12808990478516
2020-05-01,74.75,71.4625015258789,71.5625,72.26750183105469,240616800.0,70.96688079833984
2020-05-04,73.42250061035156,71.58000183105469,72.2925033569336,73.29000091552734,133568000.0,71.97098541259766
2020-05-05,75.25,73.61499786376953,73.76499938964844,74.38999938964844,147751200.0,73.0511703491211
2020-05-06,75.80999755859375,74.71749877929688,75.11499786376953,75.15750122070312,142333600.0,73.80485534667969
2020-05-07,76.2925033569336,75.49250030517578,75.80500030517578,75.93499755859375,115215200.0,74.56836700439453
2020-05-08,77.5875015258789,76.07250213623047,76.41000366210938,77.53250122070312,133838400.0,76.34322357177734
2020-05-11,79.26249694824219,76.80999755859375,77.0250015258789,78.75250244140625,145946400.0,77.54450988769531
2020-05-12,79.92250061035156,77.72750091552734,79.4574966430664,77.85250091552734,162301200.0,76.65830993652344
2020-05-13,78.98750305175781,75.80249786376953,78.0374984741211,76.9124984741211,200622400.0,75.73272705078125
2020-05-14,77.44750213623047,75.38249969482422,76.12750244140625,77.38500213623047,158929200.0,76.197998046875
2020-05-15,76.9749984741211,75.05249786376953,75.0875015258789,76.92749786376953,166348400.0,75.74749755859375
2020-05-18,79.125,77.58000183105469,78.2925033569336,78.73999786376953,135178400.0,77.53218841552734
2020-05-19,79.62999725341797,78.25250244140625,78.75749969482422,78.28500366210938,101729600.0,77.08417510986328
2020-05-20,79.87999725341797,79.12999725341797,79.16999816894531,79.80750274658203,111504800.0,78.58332824707031
2020-05-21,80.22250366210938,78.96749877929688,79.66500091552734,79.2125015258789,102688800.0,77.99745178222656
2020-05-22,79.80750274658203,78.8375015258789,78.94249725341797,79.72250366210938,81803200.0,78.4996337890625
2020-05-26,81.05999755859375,79.125,80.875,79.18250274658203,125522000.0,77.9678955078125
2020-05-27,79.67749786376953,78.27249908447266,79.03500366210938,79.52749633789062,112945200.0,78.30760955810547
2020-05-28,80.86000061035156,78.90750122070312,79.19249725341797,79.5625,133560800.0,78.34207153320312
2020-05-29,80.2874984741211,79.11750030517578,79.8125,79.48500061035156,153532400.0,78.26576232910156
2020-06-01,80.5875015258789,79.30249786376953,79.4375,80.4625015258789,80791200.0,79.22826385498047
2020-06-02,80.86000061035156,79.73249816894531,80.1875,80.83499908447266,87642800.0,79.59506225585938
2020-06-03,81.55000305175781,80.57499694824219,81.16500091552734,81.27999877929688,104491200.0,80.0332260131836
2020-06-04,81.40499877929688,80.19499969482422,81.09750366210938,80.58000183105469,87560400.0,79.34396362304688
2020-06-05,82.9375,80.80750274658203,80.8375015258789,82.875,137250400.0,81.603759765625
2020-06-08,83.4000015258789,81.83000183105469,82.5625,83.36499786376953,95654400.0,82.08624267578125
2020-06-09,86.40249633789062,83.00250244140625,83.03500366210938,85.99749755859375,147712400.0,84.6783676147461
2020-06-10,88.69249725341797,86.52249908447266,86.9749984741211,88.20999908447266,166651600.0,86.85691833496094
2020-06-11,87.76499938964844,83.87000274658203,87.32749938964844,83.9749984741211,201662400.0,82.68689727783203
